customer_id,link_cliente,link_analise_documento,data_criacao,natureza_juridica,segmento_comercial,conta_ativa_90_dias,saldo
581081,https://www.asaas.com/customerAdminConsole/show/581081,https://www.asaas.com/documentAnalysis/show/581081,2020-03-16T21:53:04.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
548788,https://www.asaas.com/customerAdminConsole/show/548788,https://www.asaas.com/documentAnalysis/show/548788,2020-01-10T17:39:17.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
757408,https://www.asaas.com/customerAdminConsole/show/757408,https://www.asaas.com/documentAnalysis/show/757408,2020-08-12T09:13:42.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
461925,https://www.asaas.com/customerAdminConsole/show/461925,https://www.asaas.com/documentAnalysis/show/461925,2019-07-24T21:37:23.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
414644,https://www.asaas.com/customerAdminConsole/show/414644,https://www.asaas.com/documentAnalysis/show/414644,2019-04-22T13:55:56.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
395647,https://www.asaas.com/customerAdminConsole/show/395647,https://www.asaas.com/documentAnalysis/show/395647,2019-03-10T18:42:43.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
6971055,https://www.asaas.com/customerAdminConsole/show/6971055,https://www.asaas.com/documentAnalysis/show/6971055,2026-02-06T14:15:30.000-03:00,Individual,Empreendedor,Ativo,830.74
3200727,https://www.asaas.com/customerAdminConsole/show/3200727,https://www.asaas.com/documentAnalysis/show/3200727,2023-10-17T13:52:56.000-03:00,Fisica,Corporativo,Inativo,0.00
213930,https://www.asaas.com/customerAdminConsole/show/213930,https://www.asaas.com/documentAnalysis/show/213930,2018-02-20T14:57:40.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
157260,https://www.asaas.com/customerAdminConsole/show/157260,https://www.asaas.com/documentAnalysis/show/157260,2017-05-19T13:11:59.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
11009,https://www.asaas.com/customerAdminConsole/show/11009,https://www.asaas.com/documentAnalysis/show/11009,2014-09-13T19:49:18.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
276355,https://www.asaas.com/customerAdminConsole/show/276355,https://www.asaas.com/documentAnalysis/show/276355,2018-07-27T11:34:44.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
324876,https://www.asaas.com/customerAdminConsole/show/324876,https://www.asaas.com/documentAnalysis/show/324876,2018-11-28T11:56:00.000-02:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
155394,https://www.asaas.com/customerAdminConsole/show/155394,https://www.asaas.com/documentAnalysis/show/155394,2017-05-05T11:17:46.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
209342,https://www.asaas.com/customerAdminConsole/show/209342,https://www.asaas.com/documentAnalysis/show/209342,2018-02-05T11:54:02.000-02:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
272181,https://www.asaas.com/customerAdminConsole/show/272181,https://www.asaas.com/documentAnalysis/show/272181,2018-07-13T13:12:09.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
224689,https://www.asaas.com/customerAdminConsole/show/224689,https://www.asaas.com/documentAnalysis/show/224689,2018-03-28T16:59:50.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
333258,https://www.asaas.com/customerAdminConsole/show/333258,https://www.asaas.com/documentAnalysis/show/333258,2018-12-14T21:19:12.000-02:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
116617,https://www.asaas.com/customerAdminConsole/show/116617,https://www.asaas.com/documentAnalysis/show/116617,2017-01-02T14:55:17.000-02:00,Desconhecido / Não se aplica,Empreendedor,Inativo,8.04
162342,https://www.asaas.com/customerAdminConsole/show/162342,https://www.asaas.com/documentAnalysis/show/162342,2017-06-29T17:52:30.000-03:00,Desconhecido / Não se aplica,Empreendedor,Inativo,0.00
3048618,https://www.asaas.com/customerAdminConsole/show/3048618,https://www.asaas.com/documentAnalysis/show/3048618,2023-09-14T13:34:44.000-03:00,Fisica,Corporativo,Inativo,0.00
6748287,https://www.asaas.com/customerAdminConsole/show/6748287,https://www.asaas.com/documentAnalysis/show/6748287,2025-11-28T19:05:57.000-03:00,Fisica,Empreendedor,Ativo,255.24
1801418,https://www.asaas.com/customerAdminConsole/show/1801418,https://www.asaas.com/documentAnalysis/show/1801418,2022-09-28T18:40:43.000-03:00,Fisica,Corporativo,Inativo,0.00
1653603,https://www.asaas.com/customerAdminConsole/show/1653603,https://www.asaas.com/documentAnalysis/show/1653603,2022-07-27T16:27:28.000-03:00,Fisica,Corporativo,Inativo,0.00
3183482,https://www.asaas.com/customerAdminConsole/show/3183482,https://www.asaas.com/documentAnalysis/show/3183482,2023-10-13T14:45:25.000-03:00,Fisica,Empreendedor,Inativo,0.00
4992481,https://www.asaas.com/customerAdminConsole/show/4992481,https://www.asaas.com/documentAnalysis/show/4992481,2024-11-04T09:16:47.000-03:00,Fisica,Empreendedor,Inativo,0.00
2635197,https://www.asaas.com/customerAdminConsole/show/2635197,https://www.asaas.com/documentAnalysis/show/2635197,2023-05-29T10:16:30.000-03:00,Fisica,Corporativo,Inativo,0.00
1548340,https://www.asaas.com/customerAdminConsole/show/1548340,https://www.asaas.com/documentAnalysis/show/1548340,2022-06-15T17:02:06.000-03:00,Individual,Empreendedor,Inativo,0.00
5891302,https://www.asaas.com/customerAdminConsole/show/5891302,https://www.asaas.com/documentAnalysis/show/5891302,2025-03-31T10:04:17.000-03:00,Fisica,Empreendedor,Inativo,-1.16
2708381,https://www.asaas.com/customerAdminConsole/show/2708381,https://www.asaas.com/documentAnalysis/show/2708381,2023-06-20T10:36:18.000-03:00,Fisica,Corporativo,Inativo,0.00
5950592,https://www.asaas.com/customerAdminConsole/show/5950592,https://www.asaas.com/documentAnalysis/show/5950592,2025-04-09T09:48:54.000-03:00,MEI,Empreendedor,Inativo,-1.65
6296200,https://www.asaas.com/customerAdminConsole/show/6296200,https://www.asaas.com/documentAnalysis/show/6296200,2025-06-19T16:55:54.000-03:00,Fisica,Empreendedor,Inativo,-3.30
6540416,https://www.asaas.com/customerAdminConsole/show/6540416,https://www.asaas.com/documentAnalysis/show/6540416,2025-09-17T20:32:19.000-03:00,Fisica,Empreendedor,Inativo,-2.75
2839165,https://www.asaas.com/customerAdminConsole/show/2839165,https://www.asaas.com/documentAnalysis/show/2839165,2023-07-27T22:56:18.000-03:00,Fisica,Empreendedor,Inativo,0.00
2638403,https://www.asaas.com/customerAdminConsole/show/2638403,https://www.asaas.com/documentAnalysis/show/2638403,2023-05-30T11:21:05.000-03:00,MEI,Empreendedor,Inativo,0.00
1351440,https://www.asaas.com/customerAdminConsole/show/1351440,https://www.asaas.com/documentAnalysis/show/1351440,2022-03-30T15:33:37.000-03:00,Limitada,Corporativo,Inativo,0.00
2016955,https://www.asaas.com/customerAdminConsole/show/2016955,https://www.asaas.com/documentAnalysis/show/2016955,2022-12-14T07:58:48.000-03:00,Individual,Corporativo,Inativo,0.00
817386,https://www.asaas.com/customerAdminConsole/show/817386,https://www.asaas.com/documentAnalysis/show/817386,2020-11-12T12:34:05.000-03:00,Limitada,Negócios,Inativo,0.00
5606031,https://www.asaas.com/customerAdminConsole/show/5606031,https://www.asaas.com/documentAnalysis/show/5606031,2025-02-10T23:28:51.000-03:00,MEI,Empreendedor,Inativo,1.99
5876410,https://www.asaas.com/customerAdminConsole/show/5876410,https://www.asaas.com/documentAnalysis/show/5876410,2025-03-28T16:51:25.000-03:00,Limitada,Empreendedor,Inativo,0.00
6538260,https://www.asaas.com/customerAdminConsole/show/6538260,https://www.asaas.com/documentAnalysis/show/6538260,2025-09-17T11:36:20.000-03:00,Limitada,Empreendedor,Ativo,1895.23
6845761,https://www.asaas.com/customerAdminConsole/show/6845761,https://www.asaas.com/documentAnalysis/show/6845761,2026-01-02T17:29:47.000-03:00,MEI,Negócios,Ativo,5.00
1804288,https://www.asaas.com/customerAdminConsole/show/1804288,https://www.asaas.com/documentAnalysis/show/1804288,2022-09-30T08:14:47.000-03:00,Fisica,Corporativo,Inativo,0.00
6161708,https://www.asaas.com/customerAdminConsole/show/6161708,https://www.asaas.com/documentAnalysis/show/6161708,2025-05-15T03:24:07.000-03:00,Fisica,Empreendedor,Inativo,-2.75
5266233,https://www.asaas.com/customerAdminConsole/show/5266233,https://www.asaas.com/documentAnalysis/show/5266233,2024-12-17T16:25:43.000-03:00,Fisica,Empreendedor,Inativo,5.00
2365647,https://www.asaas.com/customerAdminConsole/show/2365647,https://www.asaas.com/documentAnalysis/show/2365647,2023-03-03T17:27:26.000-03:00,Fisica,Empreendedor,Inativo,0.00
5672464,https://www.asaas.com/customerAdminConsole/show/5672464,https://www.asaas.com/documentAnalysis/show/5672464,2025-02-21T21:41:22.000-03:00,Fisica,Empreendedor,Inativo,-0.55
5214022,https://www.asaas.com/customerAdminConsole/show/5214022,https://www.asaas.com/documentAnalysis/show/5214022,2024-12-10T09:30:25.000-03:00,MEI,Empreendedor,Inativo,0.00
5240571,https://www.asaas.com/customerAdminConsole/show/5240571,https://www.asaas.com/documentAnalysis/show/5240571,2024-12-13T10:37:03.000-03:00,Fisica,Empreendedor,Inativo,0.00
5953132,https://www.asaas.com/customerAdminConsole/show/5953132,https://www.asaas.com/documentAnalysis/show/5953132,2025-04-09T16:13:06.000-03:00,Fisica,Empreendedor,Inativo,-2.73
2771813,https://www.asaas.com/customerAdminConsole/show/2771813,https://www.asaas.com/documentAnalysis/show/2771813,2023-07-08T14:01:22.000-03:00,Fisica,Empreendedor,Ativo,0.00
3687665,https://www.asaas.com/customerAdminConsole/show/3687665,https://www.asaas.com/documentAnalysis/show/3687665,2024-02-10T12:37:39.000-03:00,Fisica,Corporativo,Inativo,0.00
6619773,https://www.asaas.com/customerAdminConsole/show/6619773,https://www.asaas.com/documentAnalysis/show/6619773,2025-10-16T18:38:39.000-03:00,Fisica,Empreendedor,Inativo,-3.30
2620619,https://www.asaas.com/customerAdminConsole/show/2620619,https://www.asaas.com/documentAnalysis/show/2620619,2023-05-23T19:31:48.000-03:00,Limitada,Corporativo,Inativo,2399.62
2508628,https://www.asaas.com/customerAdminConsole/show/2508628,https://www.asaas.com/documentAnalysis/show/2508628,2023-04-18T16:52:11.000-03:00,Fisica,Corporativo,Inativo,0.00
6593631,https://www.asaas.com/customerAdminConsole/show/6593631,https://www.asaas.com/documentAnalysis/show/6593631,2025-10-07T17:30:45.000-03:00,Fisica,Corporativo,Inativo,10.00
3074488,https://www.asaas.com/customerAdminConsole/show/3074488,https://www.asaas.com/documentAnalysis/show/3074488,2023-09-19T18:58:11.000-03:00,Individual,Empreendedor,Inativo,0.00
6264430,https://www.asaas.com/customerAdminConsole/show/6264430,https://www.asaas.com/documentAnalysis/show/6264430,2025-06-05T18:25:53.000-03:00,MEI,Empreendedor,Inativo,352.00
4349274,https://www.asaas.com/customerAdminConsole/show/4349274,https://www.asaas.com/documentAnalysis/show/4349274,2024-08-04T02:58:18.000-03:00,Fisica,Empreendedor,Inativo,0.00
6736817,https://www.asaas.com/customerAdminConsole/show/6736817,https://www.asaas.com/documentAnalysis/show/6736817,2025-11-25T20:18:49.000-03:00,Fisica,Empreendedor,Inativo,-1.10
6609090,https://www.asaas.com/customerAdminConsole/show/6609090,https://www.asaas.com/documentAnalysis/show/6609090,2025-10-13T14:24:26.000-03:00,Fisica,Empreendedor,Inativo,0.00
818072,https://www.asaas.com/customerAdminConsole/show/818072,https://www.asaas.com/documentAnalysis/show/818072,2020-11-13T11:40:07.000-03:00,Fisica,Corporativo,Inativo,0.00
6427866,https://www.asaas.com/customerAdminConsole/show/6427866,https://www.asaas.com/documentAnalysis/show/6427866,2025-08-10T09:41:43.000-03:00,Fisica,Empreendedor,Inativo,-0.55
6254977,https://www.asaas.com/customerAdminConsole/show/6254977,https://www.asaas.com/documentAnalysis/show/6254977,2025-06-02T13:18:06.000-03:00,Fisica,Empreendedor,Inativo,-11.00
2308020,https://www.asaas.com/customerAdminConsole/show/2308020,https://www.asaas.com/documentAnalysis/show/2308020,2023-02-11T07:13:33.000-03:00,Fisica,Empreendedor,Inativo,0.00
215695,https://www.asaas.com/customerAdminConsole/show/215695,https://www.asaas.com/documentAnalysis/show/215695,2018-02-26T18:06:37.000-03:00,Fisica,Empreendedor,Inativo,0.00
2787606,https://www.asaas.com/customerAdminConsole/show/2787606,https://www.asaas.com/documentAnalysis/show/2787606,2023-07-12T19:15:05.000-03:00,Fisica,Empreendedor,Inativo,0.00
1912878,https://www.asaas.com/customerAdminConsole/show/1912878,https://www.asaas.com/documentAnalysis/show/1912878,2022-11-19T02:27:30.000-03:00,Fisica,Empreendedor,Inativo,0.00
5316282,https://www.asaas.com/customerAdminConsole/show/5316282,https://www.asaas.com/documentAnalysis/show/5316282,2024-12-26T19:45:47.000-03:00,Fisica,Empreendedor,Inativo,0.00
4318860,https://www.asaas.com/customerAdminConsole/show/4318860,https://www.asaas.com/documentAnalysis/show/4318860,2024-07-30T12:59:54.000-03:00,Fisica,Empreendedor,Inativo,0.00
6738858,https://www.asaas.com/customerAdminConsole/show/6738858,https://www.asaas.com/documentAnalysis/show/6738858,2025-11-26T11:58:33.000-03:00,MEI,Empreendedor,Ativo,24.02
6578743,https://www.asaas.com/customerAdminConsole/show/6578743,https://www.asaas.com/documentAnalysis/show/6578743,2025-10-02T01:14:20.000-03:00,MEI,Corporativo,Inativo,0.00
2450807,https://www.asaas.com/customerAdminConsole/show/2450807,https://www.asaas.com/documentAnalysis/show/2450807,2023-04-03T00:38:02.000-03:00,Fisica,Empreendedor,Inativo,0.00
4306577,https://www.asaas.com/customerAdminConsole/show/4306577,https://www.asaas.com/documentAnalysis/show/4306577,2024-07-28T17:27:12.000-03:00,Fisica,Empreendedor,Inativo,0.00
6442211,https://www.asaas.com/customerAdminConsole/show/6442211,https://www.asaas.com/documentAnalysis/show/6442211,2025-08-15T00:28:47.000-03:00,Fisica,Empreendedor,Inativo,-2.75
4914495,https://www.asaas.com/customerAdminConsole/show/4914495,https://www.asaas.com/documentAnalysis/show/4914495,2024-10-29T09:56:11.000-03:00,Fisica,Empreendedor,Inativo,-1.10
1724619,https://www.asaas.com/customerAdminConsole/show/1724619,https://www.asaas.com/documentAnalysis/show/1724619,2022-08-24T11:21:18.000-03:00,Fisica,Corporativo,Inativo,0.00
3579824,https://www.asaas.com/customerAdminConsole/show/3579824,https://www.asaas.com/documentAnalysis/show/3579824,2024-01-11T09:39:12.000-03:00,Fisica,Corporativo,Inativo,0.00
3183770,https://www.asaas.com/customerAdminConsole/show/3183770,https://www.asaas.com/documentAnalysis/show/3183770,2023-10-13T16:07:28.000-03:00,Fisica,Corporativo,Inativo,0.00
1668397,https://www.asaas.com/customerAdminConsole/show/1668397,https://www.asaas.com/documentAnalysis/show/1668397,2022-08-03T09:57:46.000-03:00,Fisica,Corporativo,Inativo,0.00
514031,https://www.asaas.com/customerAdminConsole/show/514031,https://www.asaas.com/documentAnalysis/show/514031,2019-10-25T12:23:32.000-03:00,Fisica,Corporativo,Inativo,0.00
5217689,https://www.asaas.com/customerAdminConsole/show/5217689,https://www.asaas.com/documentAnalysis/show/5217689,2024-12-10T21:00:35.000-03:00,MEI,Negócios,Inativo,0.00
6327039,https://www.asaas.com/customerAdminConsole/show/6327039,https://www.asaas.com/documentAnalysis/show/6327039,2025-07-02T12:37:08.000-03:00,MEI,Empreendedor,Inativo,1.00
1969030,https://www.asaas.com/customerAdminConsole/show/1969030,https://www.asaas.com/documentAnalysis/show/1969030,2022-12-01T11:32:54.000-03:00,Fisica,Corporativo,Inativo,0.00
802364,https://www.asaas.com/customerAdminConsole/show/802364,https://www.asaas.com/documentAnalysis/show/802364,2020-10-21T15:49:44.000-03:00,Fisica,Corporativo,Inativo,0.00
5297985,https://www.asaas.com/customerAdminConsole/show/5297985,https://www.asaas.com/documentAnalysis/show/5297985,2024-12-23T10:48:50.000-03:00,Fisica,Empreendedor,Inativo,0.00
